DOI,Year,Authors,Article Title,Source Title,Volume,Issue,Start Page,End Page,Keywords,Times cited,Affiliations,Abstract,Link,Source
10.1108/IJOEM-05-2017-0179,2020,"Vlckova J., Thakur-Weigold B.S.",Global value chains in the MedTech industry: A comparison of Switzerland and the Czech Republic,International Journal of Emerging Markets,15,1,70,92,Competitiveness; Czech Republic; Global value chains; Medical technology; MedTech industry; Switzerland,4.0,"Faculty of International Relations, University of Economics in Prague, Prague, Czech Republic; Department of Management, Technology and Economics, ETH Zurich, Zurich, Switzerland","Purpose: Medical technology (MedTech) is a growth industry, which like other manufacturing sectors has undergone fragmentation of production and emergence of Global Value Chains (GVCs). The purpose of this paper is to compare how two open European economies position themselves competitively within MedTech GVCs: highly developed Switzerland and the emerging Czech Republic. Design/methodology/approach: The research applies a mixed methodology to analyze the performance of each location in the MedTech GVCs. It draws on macroeconomic, industry, trade and a proprietary sample of firm data, combined with onsite interviews. Findings: The economic outcomes and GVC positions differ in both cases, whereas Switzerland focuses on high value-added activities such as R&D and after-sales service. Specialized manufacturing is also located here in spite of high costs. By contrast, the Czech Republic focuses mostly on low value-added activities, like manufacturing disposables, although some domestic innovative companies are notable. The authors generalize four types of firms in the industry, comparing their presence in both locations. Practical implications: The competitive positions and challenges faced by each location when engaging in MedTech GVCs are summarized and related to economic outcomes. In the Czech Republic, the barriers to upgrading include its business environment, and weak links between education institutions and industry. Switzerland’s high cost structure is offset by adding high value in core competencies. Both countries should protect the inherent advantage their locations offer within responsive European supply chains. Originality/value: GVC research in the MedTech sector has been limited. There is no comparison of two European countries, and their position in MedTech GVCs, nor of how firms, participate successfully in them. © 2019, Emerald Publishing Limited.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061514875&doi=10.1108%2fIJOEM-05-2017-0179&partnerID=40&md5=eabed1d195bf3330d2a151e215cf69ae,Scopus
,2012,Vlckova V.,Kaizen as the tool for supply chain flexibility raising,Congress Proceedings - CLC 2012: Carpathian Logistics Congress,,,675,681,5s; Continuous improvement; Kaizen; Pdca; Sdca,,"Univesity of Pardubice, Pardubice, Czech Republic","Present, very dynamic competitive market environment requires supply chain very quickly responds on changes on the market. Thus companies involved within supply chain are seeking for methods how effectively and reliably fulfil often hardly predictable requirements of their customers. This contribution deals with tools used when Kaizen is applied which allow continuous improvements of processes without implementation of an expensive innovations. Results of primary investigation focused on estimation of implementation of these tools for production process improvement in chosen company are here given.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926225903&partnerID=40&md5=f840ae91e998d9056543051a6e53f109,Scopus
10.1016/j.jclepro.2014.04.015,2015,"Vujanović A., Čuček L., Novak Pintarič Z., Pahor B., Kravanja Z.",Synthesis of environmentally-benign energy self-sufficient processes under uncertainty,Journal of Cleaner Production,88,,90,104,Company's supply network; Dynamic synthesis; Flexibility; Multi-objective optimisation; Renewables,10.0,"Perutnina Ptuj D.d., Potrčeva c. 10, Ptuj, SI-2250, Slovenia; Faculty of Chemistry and Chemical Engineering, University of Maribor, Smetanova ulica 17, Maribor, SI-2000, Slovenia","This contribution presents a multi-objective Mixed-Integer Linear Programming (MILP) synthesis of a dynamic supply-network under uncertainty applied to food industry. The previously-developed multi-objective model for achieving energy self-sufficiency by integrating renewables into companies' supply-networks has now been extended to account for the dynamic consideration of variable supply and demand over the year, for uncertainties related to products' demand and sun radiation, and for multi-objective optimisation, in order to obtain the most sustainable company's supply-network. The sustainable synthesis of a company's network is performed regarding the integration of renewables such as biomass and other wastes, and solar energy. The obtained solutions are those reflecting maximal profit, reflecting constantly-changing dynamic market conditions, accounting for several uncertain parameters, and protecting the environment. © 2014 Elsevier Ltd. All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919601937&doi=10.1016%2fj.jclepro.2014.04.015&partnerID=40&md5=16e63c3a0f37a85d1db0704d37938132,Scopus
10.1007/978-3-662-45550-0_25,2014,"Wachholder D., Stary C.",Bigraph-ensured interoperability for system(-of-systems) emergence,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),8842,,241,254,Behavior orchestration; Context-sensitive interoperability; Cross-system interaction; Emergent behavior,5.0,"Communications Engineering, Department of Information Systems, Johannes Kepler University Linz, Altenberger Straße 69, Linz, 4040, Austria","Today’s complexity of distributed application systems, such as dynamic supply networks, requires a system-of-systems (SoS) perspective for effective adaptation and sustainable use. Those systems not only need to be operated as separate systems (e.g., optimizing each transport modality in supply networks), but also are required to capture complex situations as interconnected entity (e.g., adapting a transport chain involving different modalities according to weather conditions). SoS can handle such challenges through emerging behavior, while letting each of the involved systems operate separately. The latter property requires interoperability of systems that can be preserved even in dynamically changing environments applying the theory of bigraphs. Abstract relationships allow not only the representation of dynamic interaction but also the respecification of these systems through behavior adaptations. This abstraction supports cross-system decomposition as well as composition of interaction patterns for the purpose of emergent behavior. We demonstrate the potential of this approach by orchestrating two distributed and independent systems. SoS behavior orchestration enables to directly respond to changes in the application system context. © Springer-Verlag Berlin Heidelberg 2014.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910154287&doi=10.1007%2f978-3-662-45550-0_25&partnerID=40&md5=d6703224b2f9e2f49a2dc9119678e608,Scopus
10.1109/ICBC54727.2022.9805503,2022,"Wagner E., Matzutt R., Pennekamp J., Bader L., Bajelidze I., Wehrle K., Henze M.",Scalable and Privacy-Focused Company-Centric Supply Chain Management,"IEEE International Conference on Blockchain and Cryptocurrency, ICBC 2022",,,,,blockchain; deployment; permissionless; privacy; supply chain management; tracing and tracking,,"Cyber Analysis Defense, Fraunhofer FKIE, Germany; Communication and Distributed Systems, RWTH Aachen University, Germany; Security and Privacy in Industrial Cooperation, RWTH Aachen University, Germany","Blockchain technology promises to overcome trust and privacy concerns inherent to centralized information sharing. However, current decentralized supply chain management systems do either not meet privacy and scalability requirements or require a trustworthy consortium, which is challenging for increasingly dynamic supply chains with constantly changing participants. In this paper, we propose CCChain, a scalable and privacy-aware supply chain management system that stores all information locally to give companies complete sovereignty over who accesses their data. Still, tamper protection of all data through a permissionless blockchain enables on-demand tracking and tracing of products as well as reliable information sharing while affording the detection of data inconsistencies. Our evaluation confirms that CCChain offers superior scalability in comparison to alternatives while also enabling near real-time tracking and tracing for many, less complex products. © 2022 IEEE.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134048101&doi=10.1109%2fICBC54727.2022.9805503&partnerID=40&md5=e48dc40e4e67f04b524ff3fa48cfce5c,Scopus
10.2478/otmcj-2020-0020,2020,Wagner R.F.,EPC 4.0: The quest for reducing CAPEX in EPC projects,"Organization, Technology and Management in Construction",12,1,2245,2255,CAPEX; Competitiveness; Digitalization; EPC; Human factor; Partnering; Productivity,6.0,"Tiba Managementberatung GmbH, Board of Directors, Munich, Germany","Engineering, procurement and construction (EPC) business in Europa is increasingly under pressure. Lack of productivity, low or negative profit margins for investors, and the lack of adopting necessary innovations and digitalization—from engineering activities through operations and maintenance to decommissioning—have caused significant deprivation of business and competitiveness compared to emerging providers in Asia. The quest for reducing capital expenditures (CAPEX) in EPC projects is intensifying. In May 2018, a research project was started to analyze the situation and key trends through desk research, to research how the challenges of the business could be tackled and to derive practical guidance for EPC contractors as well as for investors, owners, and operators (O/O). The project aimed to propose innovative ways of improving the EPC business model to reach the next level (“EPC 4.0”). In doing so, lessons learned from the automotive and aviation industry were considered. A key objective of the research project was to challenge statements of international EPC experts to cut CAPEX by 40–50% in EPC projects. With this statement in mind, the research focused on identifying measures with potential in six areas: (1) digitalization, (2) partnering, (3) flat supply chains, (4) flexible organizations, (5) core competences, and (6) the human factor. Summarizing the findings in these areas, the EPC 4.0 project came to a savings potential of up to 50% of the total budgeted project costs. © 2020 Wagner, published by Sciendo.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101593520&doi=10.2478%2fotmcj-2020-0020&partnerID=40&md5=5cb33d0e66098a4af8d9e8148e950f27,Scopus
10.1016/j.ijpe.2018.08.006,2018,"Wagner S.M., Grosse-Ruyken P.T., Erhun F.",Determinants of sourcing flexibility and its impact on performance,International Journal of Production Economics,205,,329,341,Flexibility; Information processing theory (IPT); Purchasing; Supply chain management; Survey research,19.0,"Department of Management, Technology, and Economics, Swiss Federal Institute of Technology Zurich, Weinbergstrasse 56/58, Zurich, 8092, Switzerland; Credit Suisse AG, Paradeplatz 8, Zürich, 8001, Switzerland; Cambridge Judge Business School, University of Cambridge, Trumpington Street, Cambridge, CB2 1AG, United Kingdom","Sourcing flexibility is an increasingly important building block of supply chain flexibility. Our study which is grounded in information processing theory argues that two mechanisms can support firms in building up sourcing flexibility. Based on a survey of 336 manufacturing firms from Europe and the U.S. and using partial least squares (PLS) modeling as well as hierarchical regression analysis, we show that supplier evaluation and selection, and the integration of information systems at the buyer-supplier interface are positively related to sourcing flexibility. Sourcing flexibility, in turn, is curvilinearly related to delivery performance. Finally, delivery performance positively influences the product's financial performance. The strong associations between sourcing flexibility, delivery performance, and product financial performance underscore that sourcing flexibility merits the attention of supply chain managers during supplier selection and purchasing decisions. © 2018 Elsevier B.V.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053821535&doi=10.1016%2fj.ijpe.2018.08.006&partnerID=40&md5=af342eb8a3bc310ee7de676900b7029f,Scopus
10.1016/j.ijhydene.2020.08.184,2020,"Wahl J., Kallo J.",Quantitative valuation of hydrogen blending in European gas grids and its impact on the combustion process of large-bore gas engines,International Journal of Hydrogen Energy,45,56,32534,32546,CO2 reduction; Emission reduction; Future power generation; HNG gas engines; hydrogen blending; hydrogen combustion,22.0,"Institute for Energy Conversion and Storage, University of Ulm, Albert-Einstein-Alee 47, Ulm, 89081, Germany; MAN Energy Solutions, Stadtbachstraße 1, Augsburg, 86153, Germany; Deutsches Zentrum für Luft und Raumfahrt, Pfaffenwaldring 38, Stuttgart, 70569, Germany","The approach of fossil fuel substitution requires alternative strategies in the progressing sector coupling of energy storage, distribution and conversion. Promising solutions are flexibly supply chain models of green and blue hydrogen which is fed into the natural gas network (HNG). Prerequisite for a successful implementation is the functional capability of end-use applications for which different volumetric hydrogen thresholds are documented in literature. A clear research gap is thereby evident for HNG fired medium-speed large-bore gas engines typical used for stationary power generation. For solving this problem, generic single cylinder tests with focus on operating window, NOx formation and hydro-carbon emissions have been carried out. The results are analysed and compared to available publications of HNG fired high-speed gas engines to derive general insights of the combustion characteristics. Under rising blending share, an in literature described, general shifting of the possible operating window and an increase of NOx formation are detected. In terms of unburned hydrocarbons, a NOx-neutral reduction potential through hydrogen blending is only visible under very lean operating conditions. This result deviates from expected literature values of high-speed engine setups. The experimental study demonstrates the NOx neutral combustion capability of medium-speed large-bore gas engines under 20% hydrogen admixture. © 2020 Hydrogen Energy Publications LLC",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091206387&doi=10.1016%2fj.ijhydene.2020.08.184&partnerID=40&md5=fee65eac0b2a921f2950ef5a88c6ff92,Scopus
10.1177/0015732520920465,2020,"Walmsley T., Minor P.",US Trade Actions Against China: A Supply Chain Perspective,Foreign Trade Review,55,3,337,371,China; global trade model; supply chains; tariffs; U.S. trade actions,4.0,"ImpactECON LLC, Boulder, CO, United States","In 2018, the United States (US) Administration initiated several trade actions, including tariffs on China for unfair trade practices outlined by the US Trade Representative (USTR). In response, China filed requests for consultations with the World Trade Organization (WTO) and has implemented or threatened to implement increased tariffs on US products. In this article, the implications of current and potential US trade actions and responses by China on the US and global economy are estimated. We employ a dynamic supply chain model based on the widely used Global Trade Analysis Project (GTAP) Data Base and model. Our analysis finds that US gross domestic product (GDP) would be reduced by a projected –0.86 per cent in 2030 (or US$227.8 billion in 2017 dollars), as the role of the USA in global supply chains declines significantly. China’s GDP would also decline considerably by 2.84 per cent as a result of the actions imposed against it, while the rest of the world gain, as they fill the gaps left by US and Chinese producers. JEL: F16, C68 © 2020 Indian Institute of Foreign Trade.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089686116&doi=10.1177%2f0015732520920465&partnerID=40&md5=9fdcb4da75fc9c7d99719a18b06c7ad5,Scopus
10.1016/j.ijpe.2019.09.019,2020,"Wamba S.F., Dubey R., Gunasekaran A., Akter S.",The performance effects of big data analytics and supply chain ambidexterity: The moderating effect of environmental dynamism,International Journal of Production Economics,222,,,,Big data analytics; Dynamic capability; Organizational performance; Supply chain adaptability; Supply chain agility; Supply chain ambidexterity,167.0,"Toulouse Business School, 1 Place Alphonse Jourdain - CS 66810, Cedex 7, Toulouse, 31068, France; School of Business and Public Administration, California State University, Bakersfield, 9001 Stockdale Highway, Bakersfield, CA  93311-1022, United States; School of Management, Operations & Marketing, Faculty of Business, University of WollongongNSW  2522, Australia; Montpellier Business School, Montpellier Research in Management, 2300 Avenue des Moulins, Montpellier, 34185, France","The importance of big data analytics–enabled dynamic capability has been at the forefront of research for information systems management, operations management, and strategic management community. Prior studies have reported on the influence of big data analytics–enabled dynamic capability (BDA) for improved organizational agility and organizational performance, but there has been a paucity of literature regarding the role of big data analytics–enabled dynamic capability in untangling the supply chain ambidexterity dilemma and organizational performance. To address these research gaps, this paper draws on the dynamic capability view of the organization under the contingent effect of environmental dynamism. We tested our research hypotheses using 281 surveys, gathered using a pre-tested questionnaire. Our results suggest that BDA has positive effects on improving supply chain agility (SCAG), supply chain adaptability (SCAD) and performance measures (cost performance and operational performance). However, we noted that hypotheses regarding the moderating effect of environmental dynamism (ED) on the paths joining BDA and SCAG/SCAD were not supported. To address these unexpected results, we conducted post hoc analysis to explain the rationale behind the insignificant moderating effects of ED on the paths joining BDA and SCAG/SCAD. We found that the effects of BDA on SCAG/SCAD were higher under intermediate levels of environmental dynamism but comparatively weak when the environmental dynamism is low or high. Hence, we can argue that big data analytics can help enhance supply chain agility, supply chain adaptability, and organizational performance, but these effects are contingent upon the level of environmental dynamism. Moreover, a non-linear, inverse U-shaped moderating effect of environmental dynamism exists. Collectively, these findings provide a theory-based understanding of the organizational level of usage of big data analytics and its effects on supply chain agility, supply chain adaptability, and organizational performance. Moreover, they further shape our understanding of how big data analytics–enabled dynamic capabilities yield differential results under the moderating effect of environmental dynamism. Hence, we believe that our results will be useful for managers who are highly optimistic about the usage of these emerging technologies and their effects on supply chain characteristics. Finally, we have outlined our study limitations and offered numerous research directions. © 2019 Elsevier B.V.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073019919&doi=10.1016%2fj.ijpe.2019.09.019&partnerID=40&md5=fb92e84aff78300d0122dab385a91eff,Scopus
10.1155/2022/5857852,2022,"Wan S., Zhang J., Cheng X.",Behavior Choice and Emission Reduction in a Dynamic Supply Chain with a Capital-Constrained Retailer,Discrete Dynamics in Nature and Society,2022,,,,,,"Business School, City University of Macau999078, Macau; School of Management Science and Engineering, Tianjin University of Finance and Economics, Tianjin, 300222, China","This paper studies the dynamic optimization of a low-carbon supply chain consisting of a manufacturer and a capital-constrained retailer. Considering market randomness and accumulation of production experience, a Stackelberg differential game model is constructed. In the game, the manufacturer is the leader and its pricing and emission reduction strategies over time are deduced in farsighted and myopic behaviors, respectively. In both behaviors, the emission reduction increases over time and a relatively low/high carbon price leads to skimming/penetrating pricing strategy of the manufacturer. Numerical study shows that the manufacturer must adopt a farsighted behavior for profit seeking except that consumers' low-carbon awareness is quite low, and the retailer also prefers the manufacturer to adopt this behavior. Increasing carbon price and consumers' low-carbon awareness benefits the manufacturer rather than the retailer. The governments can take measures to raise the carbon price to reduce the environmental impact. © 2022 Shihao Wan et al.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125371186&doi=10.1155%2f2022%2f5857852&partnerID=40&md5=33a5fe72464830a254126ef85774e420,Scopus
,2021,"Wang H., Yao L., Ma R.",Research on prevention and control strategy of supply chain interruption risk spread under the background of epidemic situation,Proceedings of the 8th Academic Conference of Geology Resource Management and Sustainable Development,,,977,983,ALR algorithm; Control strategy; Network topology; Prevention; Supply chain interruption risk,,"School of Finance, Guangdong University of Finance and Economics, Guangzhou, China; School of Geography and Tourism, Guangdong University of Finance and Economics, Guangzhou, China; School of Management, Guangzhou University, Guangzhou, China","This paper mainly focuses on the influence of network topology on the propagation of supply chain interruption risk, and discusses the prevention and control strategy of interruption risk by business reconnection strategy after interruption risk occurs. According to the proposed ALR algorithm and simulation analysis, the supply chain network can reduce the complexity of the network and improve the robustness of the network through service reconnection. The research of this paper provides theoretical support for the prevention and control strategy of supply chain network. Combining the ALR algorithm to construct a supply chain network topology including multi-source supply mode, strategic inventory mode, emergency option mode, backup supply mode, flexible supply chain mode, and multiple mode combination indicators, so as to improve the robustness of the supply chain network., Prevent the risk of supply chain disruption. From the point of view of network structure, the network topology of the supply chain should be designed as WS small-world network and BA scale-free network as much as possible. The complexity and robustness of the supply chain network have a good performance status. © Geology Resource Management and Sustainable Development.All right reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102188631&partnerID=40&md5=5716ec5bcad1d1e4cda2db674c316853,Scopus
10.1016/j.compchemeng.2015.07.016,2016,"Wang H., Mastragostino R., Swartz C.L.E.",Flexibility analysis of process supply chain networks,Computers and Chemical Engineering,84,,409,421,Flexibility analysis; Flexibility index; Mixed-integer programming; Supply chain,22.0,"Department of Chemical Engineering, McMaster University, 1280 Main Street West, Hamilton, ON  L8S 4L7, Canada; Corning Inc., Corning, NY  14831, United States","One of the key fundamentals for organizations to remain competitive in the present economic climate is to effectively manage their supply chains under uncertainty. The notion of supply chain flexibility attempts to characterize the ability of a supply chain to perform satisfactorily in the face of uncertainty. However, limited quantitative analysis is available. In this work, we utilize a flexibility analysis framework developed within the context of process operations and design to characterize supply chain flexibility. This framework also provides a quantitative mapping to various types of flexibility discussed in the operations research and management science literature. Two case studies are included to illustrate the application of this framework for analyzing the flexibility of existing supply chain processes, as well as utilizing it in supply chain design. © 2015 Elsevier Ltd.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944810910&doi=10.1016%2fj.compchemeng.2015.07.016&partnerID=40&md5=0c8458b95573848d7a601c67c0a84510,Scopus
10.1007/s12351-021-00678-7,2022,"Wang J., Zhang Q., Lu X., Ma R., Yu B., Gao H.",Emission reduction and coordination of a dynamic supply chain with green reputation,Operational Research,22,4,3945,3988,Emission reduction; Green reputation; Green supply chain; Supply chain coordination; Two-part tariff,2.0,"School of Management Science and Engineering, Tianjin University of Finance and Economics, Tianjin, 300222, China; Business School, Yango University, Fujian, Fuzhou, 350015, China","The public’s increasing concern for carbon emissions promotes supply chain operations toward sustainability. This study investigates a dynamic supply chain consisting of a manufacturer and a retailer, wherein a product marked with emissions is produced and sold to consumers. A Stackelberg differential game is modeled, and the equilibrium pricing and emission reduction solutions are compared between integrated and decentralized channel settings. A two-part tariff contract is further proposed to improve channel performance. The numerical analysis illustrates that the emission reduction level, green reputation, demand, and entire profit of the supply chain are larger in the integrated setting than the counterparts in the decentralized setting. However, the relationship between the two channels in terms of retail price depends on unit carbon tax. In addition, the two-part tariff contract can perfectly achieve channel coordination. Results also indicate that firms can benefit from increasing the effect of green reputation on demand. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118347770&doi=10.1007%2fs12351-021-00678-7&partnerID=40&md5=46385bceff868825899cdab9ebcb51f3,Scopus
10.1080/00207543.2022.2063088,2022,"Wang J., Zhao C.",Reducing carbon footprint in a resilient supply chain: examining the critical influencing factors of process integration,International Journal of Production Research,,,,,carbon footprint; DEMATEL; process integration; resilience; Supply chain,,"School of Business, Changshu Institute of Technology, Suzhou, China; School of Management, Fudan University, Shanghai, China","Carbon neutrality and resilience are two of important goals pursued by supply chains today. This study seeks to determine how carbon footprint reduction (CFR) can be achieved in a resilient supply chain from a process integration perspective. Based on contingency theory, we employed the decision-making trial and evaluation laboratory (DEMATEL) approach to examine the critical influencing factors of process integration using evaluations from academic and professional experts. Our findings reveal that, first, at the strategic level, supply chain collaboration (SCC) and supply chain agility and responsiveness (SCAR) have the highest contributions to process integration. Second, process and control risks have the highest contributions in supply chain risk management; herein, collaborative planning, forecasting, and replenishment (CPFR) holds the highest contribution in the SCC, visibility and velocity have the highest contributions in the SCAR, and supply chain efficiency holds the highest contribution in supply chain flexibility (SCF). Finally, CPFR has a significant influence on both supplier and customer engagement, with supply chain intelligence influencing customer engagement in the SCC. Both the standardisation and parallel processes influence supplier spending in the SCF. These findings provide a new conceptual framework for empirical research and an action plan for supply chains to pursue carbon neutrality. © 2022 Informa UK Limited, trading as Taylor & Francis Group.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129333738&doi=10.1080%2f00207543.2022.2063088&partnerID=40&md5=6caec89169c86804369df68ec663cdf6,Scopus
10.1007/s10668-021-02031-6,2022,"Wang J., Ma R., Lu X., Yu B.",Emission reduction cooperation in a dynamic supply chain with competitive retailers,"Environment, Development and Sustainability",,,,,Carbon tax; Competitive retailers; Cost sharing; Emission reduction; Green reputation; Low-carbon supply chain,1.0,"School of Management Science and Engineering, Tianjin University of Finance and Economics, Tianjin, 300222, China; Business School, Yango University, Fujian, Fuzhou, 350015, China","The increasing carbon emissions cause severe environmental issues that threaten the survival of human beings. Such a situation promotes supply chain firms and governments to take various measures to achieve the sustainable goal. This paper investigates the cost-sharing cooperation strategy of emission reductions in a dynamic supply chain consisting of a manufacturer and two distinct retailers with different scales. In the presence of carbon tax and green reputation, we model a Stackelberg differential game to derive and compare the optimal equilibrium decisions and further conduct a numerical study to analyze the chain members’ profits between the cases of no cost sharing and cost sharing. The manufacturer can actualize this sharing, respectively, with either of the competitive retailers. The results show that cost sharing is a better choice for supply chain members than no sharing. In the cost-sharing scenario, the manufacturer and two retailers prefer the case in which the emission reduction cost that a retailer undertakes is relatively high, because the manufacturer can increase emission reduction level to build its green reputation, and thereby the retailers can improve profits. When the proportion of emission reduction cost that a retailer undertakes locates in a certain interval, all the supply chain participants can be better off in the scenario where small-scale retailer shares the emission reduction cost. In addition, the increase in carbon tax improves the flexibility of cost-sharing ratio for the members achieving this consensual scenario on the cost-sharing cooperation. © 2021, The Author(s), under exclusive licence to Springer Nature B.V.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123494723&doi=10.1007%2fs10668-021-02031-6&partnerID=40&md5=c3def6d9d1634e1985dd3fa4269bd3a9,Scopus
10.1155/2019/3123572,2019,"Wang J., Cheng X., Wang X., Yang H., Zhang S.",Myopic versus Farsighted Behaviors in a Low-Carbon Supply Chain with Reference Emission Effects,Complexity,2019,,,,,15.0,"School of Management Science and Engineering, Tianjin University of Finance and Economics, Tianjin, 300222, China; Coordinated Innovation Center for Computable Modeling in Management Science, Tianjin University of Finance and Economics, Tianjin, 300222, China; Department of Mathematical Sciences, University of Nevada, Las Vegas, NV  89154, United States","The increased carbon emissions cause relatively climate deterioration and attract more attention of governments, consumers, and enterprises to the low-carbon manufacturing. This paper considers a dynamic supply chain, which is composed of a manufacturer and a retailer, in the presence of the cap-and-trade regulation and the consumers' reference emission effects. To investigate the manufacturer's behavior choice and its impacts on the emission reduction and pricing strategies together with the profits of both the channel members, we develop a Stackelberg differential game model in which the manufacturer acts in both myopic and farsighted manners. By comparing the equilibrium strategies, it can be found that the farsighted manufacturer always prefers to keep a lower level of emission reduction. When the emission permit price is relatively high, the wholesale/retail price is lower if the manufacturer is myopic and hence benefits consumers. In addition, there exists a dilemma that the manufacturer is willing to act in a farsighted manner but the retailer looks forward to a partnership with the myopic manufacturer. For a relatively high price of emission permit, adopting myopic strategies results in a better performance of the whole supply chain. © 2019 Jun Wang et al.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062635902&doi=10.1155%2f2019%2f3123572&partnerID=40&md5=73459490824e44a75bce4c5af0c129d8,Scopus
10.1109/ICITM.2017.7917885,2017,"Wang J., Liu S., Su J.",Identifying vulnerable nodes in supply chain based on the risk transmission model,"2017 6th International Conference on Industrial Technology and Management, ICITM 2017",,,1,5,dynamic network; fuzzy theory; risk transmission model; supply chain vulnerability analysis,4.0,"Chongqing University, State Key Laboratory of Mechanical Transmission, China","When some agents in the supply chain are failure, the whole supply chain may be influenced. This paper presents a framework for identifying vulnerable agents in supply chain network. The framework consists of three main components: supply chain dynamic network, risk transmission model, and identifying vulnerable nodes. The supply chain dynamic network component consists of constructing the supply chain dynamic network according to the topology structure. The risk transmission model component researches on the risk transmission mechanism among nodes, and constructs a concept model which takes both influence degree between two agents, and the contribution rate of each edge into account to measure the vulnerability of each node, the last component uses the fuzzy theory to calculate the vulnerability of each node based on the dynamic network. Such a solving strategy can get the vulnerability, which fits better to the real condition, some numerical experiments are also performed to validate the effectiveness of proposed models. © 2017 IEEE.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020073695&doi=10.1109%2fICITM.2017.7917885&partnerID=40&md5=50ab3a51bb2c534e311d97e1f4d88707,Scopus
10.1145/3457784.3457818,2021,"Wang L., Wang P., Zeng X.",The role of industrial digitization in modularized supply chain management,ACM International Conference Proceeding Series,,,213,218,big data; industrial digitization; modularized supply chain management; supplier management capability,,"Beijing Language and Culture University, China","This study explores how industry digitization influences the relationship between supplier management capability, modularized supply chain management and channel flexibility. Modularized supply chain management is a new form of supply chain governance mechanism. The construction of modularized supply chain is the process of deconstructing industrial value network, which forms a network structure of strong connection within the module and weak connection between modules. The results reveal that modularized supply chain management is positively related to channel flexibility. Supplier management capability enhances channel flexibility through modularized supply chain management. Meanwhile, industrial digitization has a positive moderating effect on the above relationship. Theoretical and managerial implications are discussed. © 2021 ACM.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112292965&doi=10.1145%2f3457784.3457818&partnerID=40&md5=c84aa527f7ace3fb8db5673ca85c95f9,Scopus
10.4028/www.scientific.net/AMM.235.261,2012,"Wang L., Wang R.",Impact of risk aversion on optimal decisions in supply contracts with bidirectional options,Applied Mechanics and Materials,235,,261,266,Conditional value-at-risk; Options; Risk aversion; Supply chain; Supply contracts,1.0,"Institute of Complexity Science, Qingdao University, 308 Ningxia Road, 266071, China; School of Science, Qingdao Technological University, 11 Fushun Road, 266033, China; Haier Technology Co., Ltd, DPG U-home Div, 1 Haier Road, 266101, China","Supply contracts with options have been proposed to provide flexibility in supply chains with high demand uncertainties. In this paper, we consider a flexible supply contract model with bidirectional options in which a risk-averse retailer subject to high uncertain market demand and ordering decisions. We use the Conditional Value-at-Risk, a risk measure commonly used in finance, as a decision criterion and derive the retailer's optimal ordering decisions equations. In particular, we obtain closed-form formulae to describe the retailer's optimal behavior when the demand is uniformly distributed. Numerical examples analyze that how the risk aversion and contract parameters affect the retailer's optimal decisions. We also numerically prove that bidirectional options improve the retailer's profit under risk aversions, compared with the wholesale price contract. © (2012) Trans Tech Publications, Switzerland.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871575856&doi=10.4028%2fwww.scientific.net%2fAMM.235.261&partnerID=40&md5=15c1c7460de742f283e36bc7caa0de99,Scopus
10.1109/CCDC.2012.6243103,2012,"Wang L., Zhang J., Liu Y., Wang R.",Coordination of supply chains by flexible option contracts,"Proceedings of the 2012 24th Chinese Control and Decision Conference, CCDC 2012",,,3902,3906,Channel coordination; Option contract; Supply chain management; Supply contract,2.0,"School of Science, Qingdao Technological University, 260033, Qingdao, China; Institute of Complexity Science, Qingdao University, 266071 Qingdao, China; Haier Technology Co., Ltd., DPG U-home Div., 266101, Qingdao, China","This paper studies coordination in a supply chain with one manufacture and one retailer using the flexible supply contracts via call options. First we derive the manufacture's optimal production decisions and the retailer's optimal order decisions. Then we obtain an contract set, in which any option contract can coordinate the supply chain. We also prove that using the option contracts in this set, the manufacture's profit, the retailer's profit and the supply chain's total profit can also increase, compared with the wholesale price contract. © 2012 IEEE.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866667374&doi=10.1109%2fCCDC.2012.6243103&partnerID=40&md5=36e178b94e9f41dac5912dfc448f563d,Scopus
